Pop,ID,Tem,Heart,ABT
CNS,2,25,62,31.98
CNS,2,25.1,62,31.98
CNS,2,25.2,62,31.98
CNS,2,25.3,63,31.98
CNS,2,25.4,63,31.98
CNS,2,25.5,63,31.98
CNS,2,25.6,63,31.98
CNS,2,25.7,65,31.98
CNS,2,25.8,64,31.98
CNS,2,25.9,65,31.98
CNS,2,26,66,31.98
CNS,2,26.1,65,31.98
CNS,2,26.2,65,31.98
CNS,2,26.3,67,31.98
CNS,2,26.4,67,31.98
CNS,2,26.5,66,31.98
CNS,2,26.5,67,31.98
CNS,2,26.6,67,31.98
CNS,2,26.8,68,31.98
CNS,2,26.8,68,31.98
CNS,2,26.9,69,31.98
CNS,2,27,68,31.98
CNS,2,27.1,67,31.98
CNS,2,27.2,69,31.98
CNS,2,27.3,69,31.98
CNS,2,27.4,69,31.98
CNS,2,27.5,70,31.98
CNS,2,27.6,70,31.98
CNS,2,27.7,69,31.98
CNS,2,27.8,68,31.98
CNS,2,27.8,69,31.98
CNS,2,27.9,69,31.98
CNS,2,28.1,69,31.98
CNS,2,28.2,70,31.98
CNS,2,28.2,68,31.98
CNS,2,28.3,70,31.98
CNS,2,28.4,69,31.98
CNS,2,28.5,69,31.98
CNS,2,28.6,69,31.98
CNS,2,28.7,70,31.98
CNS,2,28.8,70,31.98
CNS,2,28.9,68,31.98
CNS,2,29,68,31.98
CNS,2,29.1,69,31.98
CNS,2,29.2,69,31.98
CNS,2,29.3,70,31.98
CNS,2,29.4,70,31.98
CNS,2,29.5,69,31.98
CNS,2,29.5,68,31.98
CNS,2,29.6,69,31.98
CNS,2,29.7,70,31.98
CNS,2,29.9,71,31.98
CNS,2,29.9,68,31.98
CNS,2,30,68,31.98
CNS,2,30.1,70,31.98
CNS,2,30.2,68,31.98
CNS,2,30.2,68,31.98
CNS,2,30.3,68,31.98
CNS,2,30.4,,31.98
CNS,2,30.5,70,31.98
CNS,2,30.6,67,31.98
CNS,2,30.7,,31.98
CNS,2,30.9,,31.98
CNS,2,30.9,69,31.98
CNS,2,31,68,31.98
CNS,2,31.1,,31.98
CNS,2,31.2,68,31.98
CNS,2,31.3,69,31.98
CNS,2,31.4,68,31.98
CNS,2,31.5,75,31.98
CNS,2,31.5,75,31.98
CNS,2,31.6,73,31.98
CNS,2,31.7,77,31.98
CNS,2,31.8,69,31.98
CNS,2,31.9,69,31.98
CNS,2,31.9,65,31.98
CNS,2,32,66,31.98
CNS,2,32.1,60,31.98
CNS,2,32.2,62,31.98
CNS,2,32.3,62,31.98
CNS,2,32.4,65,31.98
CNS,2,32.5,62,31.98
CNS,2,32.5,65,31.98
CNS,2,32.6,62,31.98
CNS,2,32.7,52,31.98
CNS,2,32.8,42,31.98
CNS,2,32.9,60,31.98
CNS,2,33,65,31.98
CNS,2,33.1,54,31.98
CNS,2,33.2,47,31.98
CNS,2,33.3,44,31.98
CNS,2,33.4,43,31.98
CNS,2,33.5,39,31.98
CNS,2,33.6,39,31.98
CNS,2,33.7,39,31.98
CNS,2,33.8,38,31.98
CNS,2,33.9,38,31.98
CNS,2,33.9,38,31.98
CNS,2,34,41,31.98
CNS,2,34.1,18,31.98
CNS,2,34.2,29,31.98
CNS,2,34.3,23,31.98
CNS,2,34.3,18,31.98
CNS,2,34.5,24,31.98
CNS,2,34.5,24,31.98
CNS,2,34.6,17,31.98
CNS,2,34.6,16,31.98
CNS,2,34.7,14,31.98
CNS,2,34.8,21,31.98
CNS,2,34.8,13,31.98
CNS,2,34.9,12,31.98
CNS,2,34.9,10,31.98
CNS,2,35,,31.98
CNS,2,35.1,15,31.98
CNS,2,35.2,12,31.98
CNS,2,35.3,16,31.98
CNS,3,20.2,54,31.12
CNS,3,20.2,54,31.12
CNS,3,20.2,54,31.12
CNS,3,20.2,53,31.12
CNS,3,20.2,53,31.12
CNS,3,20.2,53,31.12
CNS,3,20.2,54,31.12
CNS,3,20.2,53,31.12
CNS,3,20.3,54,31.12
CNS,3,20.3,54,31.12
CNS,3,20.3,54,31.12
CNS,3,20.3,53,31.12
CNS,3,20.3,54,31.12
CNS,3,20.4,55,31.12
CNS,3,20.4,54,31.12
CNS,3,20.4,55,31.12
CNS,3,20.5,55,31.12
CNS,3,20.5,55,31.12
CNS,3,20.5,56,31.12
CNS,3,20.6,54,31.12
CNS,3,20.6,56,31.12
CNS,3,20.7,55,31.12
CNS,3,20.7,57,31.12
CNS,3,20.8,58,31.12
CNS,3,20.8,58,31.12
CNS,3,20.9,57,31.12
CNS,3,20.9,57,31.12
CNS,3,21,58,31.12
CNS,3,21,59,31.12
CNS,3,21.1,60,31.12
CNS,3,21.2,60,31.12
CNS,3,21.2,60,31.12
CNS,3,21.3,62,31.12
CNS,3,21.4,62,31.12
CNS,3,21.4,61,31.12
CNS,3,21.5,64,31.12
CNS,3,21.6,63,31.12
CNS,3,21.6,64,31.12
CNS,3,21.7,65,31.12
CNS,3,21.8,64,31.12
CNS,3,21.9,62,31.12
CNS,3,22,65,31.12
CNS,3,22,65,31.12
CNS,3,22.1,66,31.12
CNS,3,22.2,66,31.12
CNS,3,22.3,66,31.12
CNS,3,22.3,63,31.12
CNS,3,22.4,67,31.12
CNS,3,22.5,69,31.12
CNS,3,22.6,69,31.12
CNS,3,22.7,67,31.12
CNS,3,22.8,69,31.12
CNS,3,22.9,70,31.12
CNS,3,22.9,70,31.12
CNS,3,23,70,31.12
CNS,3,23.1,71,31.12
CNS,3,23.4,70,31.12
CNS,3,23.5,71,31.12
CNS,3,23.6,71,31.12
CNS,3,23.6,72,31.12
CNS,3,23.7,72,31.12
CNS,3,23.8,72,31.12
CNS,3,23.9,73,31.12
CNS,3,24,74,31.12
CNS,3,24.1,72,31.12
CNS,3,24.2,73,31.12
CNS,3,24.3,74,31.12
CNS,3,24.3,73,31.12
CNS,3,24.4,74,31.12
CNS,3,24.5,74,31.12
CNS,3,24.6,75,31.12
CNS,3,24.6,73,31.12
CNS,3,24.7,74,31.12
CNS,3,24.8,75,31.12
CNS,3,24.9,75,31.12
CNS,3,24.9,75,31.12
CNS,3,25,75,31.12
CNS,3,25.3,75,31.12
CNS,3,25.3,76,31.12
CNS,3,25.4,76,31.12
CNS,3,25.5,76,31.12
CNS,3,25.6,77,31.12
CNS,3,25.7,76,31.12
CNS,3,25.8,77,31.12
CNS,3,25.9,77,31.12
CNS,3,25.9,77,31.12
CNS,3,26,77,31.12
CNS,3,26.2,77,31.12
CNS,3,26.4,77,31.12
CNS,3,26.6,77,31.12
CNS,3,27.3,77,31.12
CNS,3,27.3,77,31.12
CNS,3,27.5,77,31.12
CNS,3,27.6,77,31.12
CNS,3,27.8,77,31.12
CNS,3,27.9,79,31.12
CNS,3,28,78,31.12
CNS,3,28,79,31.12
CNS,3,28.2,78,31.12
CNS,3,28.3,79,31.12
CNS,3,28.3,78,31.12
CNS,3,28.4,78,31.12
CNS,3,28.5,78,31.12
CNS,3,29,76,31.12
CNS,3,29.1,77,31.12
CNS,3,29.3,76,31.12
CNS,3,29.3,77,31.12
CNS,3,29.5,78,31.12
CNS,3,29.5,76,31.12
CNS,3,29.6,76,31.12
CNS,3,29.9,77,31.12
CNS,3,30.3,77,31.12
CNS,3,30.6,76,31.12
CNS,3,31.1,81,31.12
CNS,3,31.2,80,31.12
CNS,3,31.2,75,31.12
CNS,3,31.5,72,31.12
CNS,3,31.7,70,31.12
CNS,3,31.8,69,31.12
CNS,3,32.1,66,31.12
CNS,3,32.3,63,31.12
CNS,3,32.9,60,31.12
CNS,3,33.2,59,31.12
CNS,3,33.3,42,31.12
CNS,3,33.5,42,31.12
CNS,3,33.5,31,31.12
CNS,3,33.6,48,31.12
CNS,3,33.7,40,31.12
CNS,3,33.8,27,31.12
CNS,3,33.8,26,31.12
CNS,3,34.3,25,31.12
CNS,3,34.3,25,31.12
CNS,4,20.3,52,32.25
CNS,4,20.3,53,32.25
CNS,4,20.3,52,32.25
CNS,4,20.3,53,32.25
CNS,4,20.4,52,32.25
CNS,4,20.4,53,32.25
CNS,4,20.4,52,32.25
CNS,4,20.5,53,32.25
CNS,4,20.5,53,32.25
CNS,4,20.6,51,32.25
CNS,4,20.6,51,32.25
CNS,4,20.6,52,32.25
CNS,4,20.7,53,32.25
CNS,4,20.7,53,32.25
CNS,4,20.8,54,32.25
CNS,4,20.8,53,32.25
CNS,4,20.9,54,32.25
CNS,4,20.9,55,32.25
CNS,4,21,55,32.25
CNS,4,21,56,32.25
CNS,4,21.1,56,32.25
CNS,4,21.2,57,32.25
CNS,4,21.2,57,32.25
CNS,4,21.3,57,32.25
CNS,4,21.3,57,32.25
CNS,4,21.4,58,32.25
CNS,4,21.5,58,32.25
CNS,4,21.5,58,32.25
CNS,4,21.6,59,32.25
CNS,4,21.7,59,32.25
CNS,4,21.8,60,32.25
CNS,4,21.8,61,32.25
CNS,4,21.9,60,32.25
CNS,4,22,60,32.25
CNS,4,22,61,32.25
CNS,4,22.1,61,32.25
CNS,4,22.2,61,32.25
CNS,4,22.3,62,32.25
CNS,4,22.3,62,32.25
CNS,4,22.4,61,32.25
CNS,4,22.5,63,32.25
CNS,4,22.6,63,32.25
CNS,4,22.7,63,32.25
CNS,4,22.8,63,32.25
CNS,4,22.9,63,32.25
CNS,4,23,64,32.25
CNS,4,23,64,32.25
CNS,4,23.1,65,32.25
CNS,4,23.2,64,32.25
CNS,4,23.3,65,32.25
CNS,4,23.4,65,32.25
CNS,4,23.5,65,32.25
CNS,4,23.6,65,32.25
CNS,4,23.6,66,32.25
CNS,4,23.8,67,32.25
CNS,4,23.8,67,32.25
CNS,4,23.9,67,32.25
CNS,4,24,67,32.25
CNS,4,24,68,32.25
CNS,4,24.2,68,32.25
CNS,4,24.2,68,32.25
CNS,4,24.3,68,32.25
CNS,4,24.4,67,32.25
CNS,4,24.5,67,32.25
CNS,4,24.5,68,32.25
CNS,4,24.6,68,32.25
CNS,4,24.6,68,32.25
CNS,4,24.7,68,32.25
CNS,4,24.8,68,32.25
CNS,4,24.9,70,32.25
CNS,4,24.9,69,32.25
CNS,4,25,70,32.25
CNS,4,25.1,70,32.25
CNS,4,25.2,67,32.25
CNS,4,25.3,69,32.25
CNS,4,25.3,70,32.25
CNS,4,25.5,68,32.25
CNS,4,25.5,70,32.25
CNS,4,25.6,71,32.25
CNS,4,25.7,70,32.25
CNS,4,25.8,72,32.25
CNS,4,25.9,72,32.25
CNS,4,25.9,72,32.25
CNS,4,26,72,32.25
CNS,4,26.1,73,32.25
CNS,4,26.2,74,32.25
CNS,4,26.3,73,32.25
CNS,4,26.3,73,32.25
CNS,4,26.5,73,32.25
CNS,4,26.5,74,32.25
CNS,4,26.6,75,32.25
CNS,4,26.7,76,32.25
CNS,4,26.8,75,32.25
CNS,4,26.9,76,32.25
CNS,4,27,76,32.25
CNS,4,27,76,32.25
CNS,4,27.2,76,32.25
CNS,4,27.2,75,32.25
CNS,4,27.3,76,32.25
CNS,4,27.4,77,32.25
CNS,4,27.5,76,32.25
CNS,4,27.6,77,32.25
CNS,4,27.7,76,32.25
CNS,4,27.8,78,32.25
CNS,4,27.9,75,32.25
CNS,4,28,78,32.25
CNS,4,28,76,32.25
CNS,4,28.1,75,32.25
CNS,4,28.2,78,32.25
CNS,4,28.3,78,32.25
CNS,4,28.4,76,32.25
CNS,4,28.5,77,32.25
CNS,4,28.6,79,32.25
CNS,4,28.7,78,32.25
CNS,4,28.8,79,32.25
CNS,4,28.9,79,32.25
CNS,4,29,78,32.25
CNS,4,29,79,32.25
CNS,4,29.1,79,32.25
CNS,4,29.2,79,32.25
CNS,4,29.3,79,32.25
CNS,4,29.4,80,32.25
CNS,4,29.5,79,32.25
CNS,4,29.6,81,32.25
CNS,4,29.7,80,32.25
CNS,4,29.8,80,32.25
CNS,4,29.9,81,32.25
CNS,4,30,82,32.25
CNS,4,30.1,81,32.25
CNS,4,30.2,81,32.25
CNS,4,30.3,81,32.25
CNS,4,30.3,80,32.25
CNS,4,30.5,82,32.25
CNS,4,30.5,83,32.25
CNS,4,30.6,82,32.25
CNS,4,30.7,81,32.25
CNS,4,30.8,80,32.25
CNS,4,30.9,82,32.25
CNS,4,31,82,32.25
CNS,4,31.1,83,32.25
CNS,4,31.2,83,32.25
CNS,4,31.3,82,32.25
CNS,4,31.4,81,32.25
CNS,4,31.5,81,32.25
CNS,4,31.6,82,32.25
CNS,4,31.8,84,32.25
CNS,4,31.9,82,32.25
CNS,4,32.1,81,32.25
CNS,4,32.2,78,32.25
CNS,4,32.3,76,32.25
CNS,4,32.4,73,32.25
CNS,4,32.5,73,32.25
CNS,4,32.6,77,32.25
CNS,4,32.7,74,32.25
CNS,4,32.8,69,32.25
CNS,4,32.9,67,32.25
CNS,4,33,67,32.25
CNS,4,33.2,62,32.25
CNS,4,33.3,62,32.25
CNS,4,33.6,53,32.25
CNS,4,33.8,54,32.25
CNS,4,34.8,32,32.25
CNS,4,34.9,14,32.25
CNS,4,35.1,15,32.25
CNS,5,21.8,46,31.64
CNS,5,21.8,46,31.64
CNS,5,21.9,46,31.64
CNS,5,21.9,46,31.64
CNS,5,21.9,47,31.64
CNS,5,21.9,47,31.64
CNS,5,21.9,48,31.64
CNS,5,21.9,48,31.64
CNS,5,21.9,48,31.64
CNS,5,21.9,48,31.64
CNS,5,21.9,49,31.64
CNS,5,21.9,48,31.64
CNS,5,22,48,31.64
CNS,5,22,50,31.64
CNS,5,22,48,31.64
CNS,5,22,47,31.64
CNS,5,22,48,31.64
CNS,5,22.1,49,31.64
CNS,5,22.1,48,31.64
CNS,5,22.2,50,31.64
CNS,5,22.2,49,31.64
CNS,5,22.2,49,31.64
CNS,5,22.3,48,31.64
CNS,5,22.3,50,31.64
CNS,5,22.4,49,31.64
CNS,5,22.5,50,31.64
CNS,5,22.5,50,31.64
CNS,5,22.5,50,31.64
CNS,5,22.6,50,31.64
CNS,5,22.6,50,31.64
CNS,5,22.7,51,31.64
CNS,5,22.8,51,31.64
CNS,5,22.9,52,31.64
CNS,5,22.9,52,31.64
CNS,5,23,51,31.64
CNS,5,23,53,31.64
CNS,5,23.1,52,31.64
CNS,5,23.2,52,31.64
CNS,5,23.3,53,31.64
CNS,5,23.3,53,31.64
CNS,5,23.4,53,31.64
CNS,5,23.5,54,31.64
CNS,5,23.6,53,31.64
CNS,5,23.9,52,31.64
CNS,5,23.9,53,31.64
CNS,5,24,54,31.64
CNS,5,24.1,53,31.64
CNS,5,24.2,54,31.64
CNS,5,24,54,31.64
CNS,5,24.1,55,31.64
CNS,5,24.2,55,31.64
CNS,5,24.2,55,31.64
CNS,5,24.3,56,31.64
CNS,5,24.7,55,31.64
CNS,5,24.7,56,31.64
CNS,5,24.8,56,31.64
CNS,5,24.9,57,31.64
CNS,5,25,55,31.64
CNS,5,25.1,55,31.64
CNS,5,25.1,57,31.64
CNS,5,25.3,55,31.64
CNS,5,25.4,57,31.64
CNS,5,25.5,56,31.64
CNS,5,25.6,57,31.64
CNS,5,25.8,57,31.64
CNS,5,25.8,56,31.64
CNS,5,25.9,57,31.64
CNS,5,25.9,57,31.64
CNS,5,26,58,31.64
CNS,5,26.1,57,31.64
CNS,5,26.2,59,31.64
CNS,5,26.3,58,31.64
CNS,5,26.4,59,31.64
CNS,5,26.5,60,31.64
CNS,5,26.5,60,31.64
CNS,5,26.6,60,31.64
CNS,5,26.7,61,31.64
CNS,5,26.8,61,31.64
CNS,5,26.9,61,31.64
CNS,5,26.9,62,31.64
CNS,5,27,61,31.64
CNS,5,27.1,62,31.64
CNS,5,27.2,64,31.64
CNS,5,27.3,64,31.64
CNS,5,27.3,64,31.64
CNS,5,27.5,63,31.64
CNS,5,27.6,63,31.64
CNS,5,27.8,62,31.64
CNS,5,27.8,64,31.64
CNS,5,27.9,64,31.64
CNS,5,27.9,65,31.64
CNS,5,28,66,31.64
CNS,5,28.1,66,31.64
CNS,5,28.2,66,31.64
CNS,5,28.3,65,31.64
CNS,5,28.5,65,31.64
CNS,5,28.5,66,31.64
CNS,5,28.6,66,31.64
CNS,5,28.7,67,31.64
CNS,5,28.7,66,31.64
CNS,5,28.9,67,31.64
CNS,5,28.9,67,31.64
CNS,5,28.9,67,31.64
CNS,5,29.1,67,31.64
CNS,5,29.2,66,31.64
CNS,5,29.2,65,31.64
CNS,5,29.3,65,31.64
CNS,5,29.4,67,31.64
CNS,5,29.5,67,31.64
CNS,5,29.4,67,31.64
CNS,5,29.6,67,31.64
CNS,5,29.8,67,31.64
CNS,5,29.8,67,31.64
CNS,5,29.9,67,31.64
CNS,5,30,67,31.64
CNS,5,30.2,67,31.64
CNS,5,30.1,66,31.64
CNS,5,30.3,67,31.64
CNS,5,30.5,68,31.64
CNS,5,30.6,68,31.64
CNS,5,30.7,67,31.64
CNS,5,30.7,67,31.64
CNS,5,30.7,68,31.64
CNS,5,30.8,66,31.64
CNS,5,31,65,31.64
CNS,5,31.1,66,31.64
CNS,5,31.2,65,31.64
CNS,5,31.7,66,31.64
CNS,5,31.8,62,31.64
CNS,5,31.8,54,31.64
CNS,5,32.2,56,31.64
CNS,5,32.3,44,31.64
CNS,5,32.5,47,31.64
CNS,5,32.6,57,31.64
CNS,5,32.6,54,31.64
CNS,5,32.8,48,31.64
CNS,5,32.9,24,31.64
CNS,5,33.1,21,31.64
CNS,5,33.1,20,31.64
CNS,5,33.3,24,31.64
CNS,5,33.3,21,31.64
CNS,5,33.5,15,31.64
CNS,5,33.7,17,31.64
CNS,5,33.9,17,31.64
CNS,5,34,15,31.64
CNS,5,34.3,12,31.64
CNS,5,34.4,12,31.64
CNS,5,34.6,13,31.64
CNS,5,34.6,9,31.64
CNS,5,34.8,9,31.64
CNS,6,21.9,51,32.96
CNS,6,21.9,53,32.96
CNS,6,22,52,32.96
CNS,6,22,53,32.96
CNS,6,22,52,32.96
CNS,6,22,54,32.96
CNS,6,22,52,32.96
CNS,6,22,54,32.96
CNS,6,22,52,32.96
CNS,6,22,51,32.96
CNS,6,22,51,32.96
CNS,6,22,53,32.96
CNS,6,22.1,50,32.96
CNS,6,22.1,51,32.96
CNS,6,22.2,53,32.96
CNS,6,22.2,54,32.96
CNS,6,22.3,54,32.96
CNS,6,22.3,52,32.96
CNS,6,22.4,53,32.96
CNS,6,22.5,53,32.96
CNS,6,22.6,53,32.96
CNS,6,22.6,55,32.96
CNS,6,22.7,54,32.96
CNS,6,22.8,55,32.96
CNS,6,22.8,54,32.96
CNS,6,22.9,55,32.96
CNS,6,23,56,32.96
CNS,6,23,56,32.96
CNS,6,23.1,55,32.96
CNS,6,23.2,57,32.96
CNS,6,23.3,57,32.96
CNS,6,23.5,57,32.96
CNS,6,23.4,57,32.96
CNS,6,23.5,59,32.96
CNS,6,23.6,59,32.96
CNS,6,23.6,59,32.96
CNS,6,23.8,58,32.96
CNS,6,23.9,58,32.96
CNS,6,23.9,58,32.96
CNS,6,24,59,32.96
CNS,6,24.1,60,32.96
CNS,6,24.2,60,32.96
CNS,6,24.3,60,32.96
CNS,6,24.3,62,32.96
CNS,6,24.4,61,32.96
CNS,6,24.5,62,32.96
CNS,6,24.6,62,32.96
CNS,6,24.7,62,32.96
CNS,6,24.8,62,32.96
CNS,6,24.9,63,32.96
CNS,6,25,65,32.96
CNS,6,25.1,63,32.96
CNS,6,25.2,64,32.96
CNS,6,25.2,65,32.96
CNS,6,25.3,65,32.96
CNS,6,25.4,65,32.96
CNS,6,25.5,64,32.96
CNS,6,25.6,65,32.96
CNS,6,25.7,67,32.96
CNS,6,25.8,65,32.96
CNS,6,25.9,66,32.96
CNS,6,26,67,32.96
CNS,6,26.1,67,32.96
CNS,6,26.2,68,32.96
CNS,6,26.3,67,32.96
CNS,6,26.3,69,32.96
CNS,6,26.4,68,32.96
CNS,6,26.5,69,32.96
