Temp,Group,MarkerID,GR_SL,GR_SW,GR_WW,SGR_SL,SGR_SW,SGR_WW
10,2,LAN_C694,47.3,30.3,13.11,0.168717961,0.162847636,0.45851053
13,2,LAN_C695,72.1,47.1,25.5,0.236273208,0.230283048,0.726851566
10,2,LAN_C696,43.9,22.9,17.33,0.133135995,0.10406061,0.397029659
10,2,LAN_C697,35.5,23.3,9.72,0.127916402,0.121563493,0.33916495
10,2,LAN_C698,48.8,31.3,14.22,0.169668353,0.167481583,0.524511511
10,2,LAN_C700,52.9,30.6,17.89,0.166724774,0.152057718,0.486371521
10,2,LAN_C701,45.4,29.3,15.72,0.152430606,0.147431286,0.466645583
10,2,LAN_C702,35.7,21.1,9.44,0.134029512,0.116207151,0.4351992
10,2,LAN_C703,47.6,28,18.67,0.14578785,0.127658166,0.42341114
10,2,LAN_C704,46.8,25.6,14.11,0.160985103,0.13283597,0.474926622
10,2,LAN_C705,43.7,25.9,16.72,0.127714422,0.113266265,0.368338937
10,2,LAN_C706,42.6,29.3,13,0.147297165,0.151513982,0.436483639
10,2,LAN_C707,50.2,28.8,14.28,0.178482912,0.150486086,0.540884214
10,2,LAN_C708,22.8,11.6,8,0.082380867,0.060963862,0.276772265
10,2,LAN_C711,43.6,35.2,14.56,0.154521741,0.176829025,0.491879552
10,2,LAN_C712,45.2,27.1,16.11,0.14667722,0.133757062,0.465670494
10,2,LAN_C714,56.2,34.1,15.33,0.18677215,0.163770911,0.440683688
10,2,LAN_C717,52.4,33.6,16.61,0.177361237,0.166356585,0.511290553
10,2,LAN_C720,41.3,23.1,14.28,0.135496289,0.114568989,0.390566072
10,2,LAN_C721,45.9,28.8,15.11,0.161580117,0.149873358,0.51337863
10,2,LAN_C722,52.4,31.7,19.39,0.161260007,0.149000275,0.492011727
10,2,LAN_C724,53.8,34.1,21.61,0.164749417,0.157662981,0.512068566
10,2,LAN_C730,31.4,19.9,17.5,0.107066214,0.099615705,0.505896819
10,2,LAN_C731,45.9,27.9,14.44,0.15174706,0.137105842,0.461162853
10,2,LAN_C732,46.1,25.9,14.67,0.151074286,0.122615562,0.405043994
10,2,LAN_C733,45.5,24.2,15.67,0.147372407,0.115910481,0.447258387
10,2,LAN_C736,41.1,28.7,12.28,0.151737234,0.154542634,0.514388662
10,2,LAN_C741,53.2,31.3,20.67,0.164351235,0.143383656,0.480014391
10,2,LAN_C742,51.3,30.4,20.39,0.154304083,0.136931536,0.484087089
10,2,LAN_C743,46.2,28.2,15.22,0.147443509,0.13440637,0.417025374
10,2,LAN_C744,48.5,29.2,16.22,0.159136948,0.143097064,0.460800135
10,2,LAN_C745,48.4,32.6,16.67,0.154929487,0.156201094,0.483793532
10,2,LAN_C746,44.7,27.9,15.5,0.144618842,0.136125701,0.446679683
10,2,LAN_C747,38.5,22.4,12.67,0.138784332,0.115734224,0.480201734
10,2,LAN_C748,17.8,10.3,6.28,0.067775463,0.058138066,0.264854256
10,2,LAN_C749,41.2,25.9,16.72,0.132548509,0.12232533,0.442714972
10,2,LAN_C750,48.9,27.3,17.94,0.163040265,0.1366316,0.532325987
10,2,LAN_C751,28.2,16.9,13.5,0.087505427,0.076575915,0.332131667
10,2,LAN_C752,37.8,23.6,12.67,0.126341834,0.112577097,0.377913209
10,2,LAN_C754,39.7,24.2,8.5,0.138589366,0.125451583,0.312069307
10,2,LAN_C755,44.9,32.4,18.89,0.141972051,0.150145758,0.487518179
10,2,LAN_C756,32.7,17.4,8.78,0.118075408,0.094296,0.355920554
10,2,LAN_C757,42.5,26.2,12.33,0.151453479,0.141401639,0.479470121
10,2,LAN_C758,57.4,52.6,18.94,0.192077623,0.243912908,0.580525215
10,2,LAN_C759,43.4,27.6,NA,0.150504843,0.142894818,NA
10,2,LAN_C760,52.1,32.3,16.94,0.174902854,0.16183728,0.523115855
10,2,LAN_C761,47.3,30.5,18.17,0.140661915,0.132055472,0.380882536
10,2,LAN_C762,50.6,25,17.67,0.168403553,0.121904954,0.540933001
10,2,LAN_C764,41.7,26.5,14.72,0.14073173,0.13216612,0.460957064
10,2,LAN_C765,47.6,22.3,16.89,0.160311631,0.116259215,0.530839692
10,2,LAN_C766,30.5,17.1,8.78,0.109259932,0.089418571,0.334888052
10,2,LAN_C767,37.7,24.6,12.56,0.132031364,0.127383885,0.429109196
10,2,LAN_C768,33.3,14.4,9.89,0.123691024,0.081569244,0.415484489
10,2,LAN_C769,51.7,35.1,20.56,0.165970162,0.171713685,0.534188664
18,2,LAN_C775,45.7,33.7,13.06,0.146478063,0.155664115,0.376988203
10,2,LAN_C776,61.4,34.7,23.72,0.184046827,0.153620764,0.538482461
20,2,LAN_C778,23.8,17.7,5.78,0.080580004,0.087460276,0.204291545
20,2,LAN_C792,75.9,42.5,27.28,0.228627699,0.190352516,0.638064294
26,2,LAN_C804,3.8,2.2,-2.06,0.013882067,0.011402259,-0.087093601
18,2,LAN_C807,81.5,57.8,39.33,0.247325322,0.258182265,0.827752446
28,2,LAN_C808,10.9,7.3,3.5,0.038114624,0.037288142,0.123529292
26,2,LAN_C810,8.8,5.2,0,0.032171133,0.027651139,0
13,2,LAN_C811,65.3,41.6,23.67,0.21382173,0.209822102,0.672239867
10,2,LAN_C820,18.8,8.4,5.61,0.072943157,0.047496275,0.257854728
22,2,LAN_C823,88.7,53.9,27,0.27248283,0.246924509,0.649514485
13,2,LAN_C824,63.8,39.5,25.44,0.193337807,0.176440568,0.552341721
20,2,LAN_C840,112.8,68.9,45.89,0.308196341,0.282011385,0.846757864
20,2,LAN_C843,81.8,53.6,38.11,0.232467176,0.236351721,0.722216777
20,2,LAN_C844,117.4,70.3,50.22,0.319621187,0.29205299,0.894132174
20,2,LAN_C845,36.5,18.6,7.44,0.14311415,0.107655196,0.389274659
20,2,LAN_C846,18.1,11.5,1.67,0.069857351,0.063870535,0.085639267
20,2,LAN_C847,67.9,37.7,23.56,0.20525982,0.168920393,0.553794219
20,2,LAN_C851,35.6,19.3,7.33,0.127489762,0.102532306,0.297947061
20,2,LAN_C852,96.4,61.3,38.56,0.268852483,0.249879184,0.758367856
20,2,LAN_C853,70.9,41.8,20,0.235260482,0.205511206,0.636184614
20,2,LAN_C856,39.1,21.8,7.33,0.137109972,0.113253515,0.294274504
20,2,LAN_C857,50.9,26.8,11.61,0.180029691,0.142762307,0.441836055
20,2,LAN_C858,85.7,51.7,30.11,0.252173589,0.223284837,0.651456819
20,2,LAN_C859,75.1,42.7,19.61,0.239856069,0.193876772,0.559756842
20,2,LAN_C860,122,73.1,46.17,0.351171379,0.317648564,0.956214899
20,2,LAN_C861,65,34.6,19.06,0.206357907,0.162548917,0.533042294
20,2,LAN_C862,129.6,65.2,31,0.369232109,0.298264227,0.788581427
20,2,LAN_C864,72.3,41.3,16.17,0.259112725,0.219907116,0.655801282
20,2,LAN_C865,91.4,60.5,24.83,0.311151165,0.29757184,0.870078393
20,2,LAN_C866,60.7,44.2,16.22,0.202841007,0.212640316,0.501744057
20,2,LAN_C867,48.6,25.2,7.28,0.181430868,0.143090986,0.378827792
20,2,LAN_C868,67.8,38.7,13.39,0.256884266,0.210016368,0.634393941
20,2,LAN_C869,72.9,53.3,21.72,0.252140258,0.26059335,0.729140804
20,2,LAN_C871,57.9,32.1,13.22,0.187815928,0.154249191,0.425197494
20,2,LAN_C873,109.2,67.4,27.44,0.36578412,0.332225376,0.888773075
20,2,LAN_C875,112.6,68.4,32.33,0.376513993,0.326708562,0.958978993
20,2,LAN_C876,89.3,55.1,31.17,0.253954977,0.23947487,0.672827929
20,2,LAN_C877,47.1,29,13.11,0.159823374,0.143795471,0.412928649
20,2,LAN_C878,23.8,16.8,3.33,0.092178219,0.094878986,0.196969454
20,2,LAN_C879,40.7,24.4,9,0.145200383,0.126810362,0.385081767
20,2,LAN_C880,87.8,56.6,28.83,0.281238797,0.272160199,0.830638203
20,2,LAN_C881,86.5,53.7,29,0.255536975,0.23496223,0.691826427
18,2,LAN_C882,76.2,48.2,27.72,0.230937979,0.222207328,0.71356565
18,2,LAN_C883,82.3,50.7,26.39,0.246253637,0.228869595,0.644271446
18,2,LAN_C884,90.7,62,49.11,0.241908925,0.242419775,0.740004471
18,2,LAN_C885,66.8,38.8,19.72,0.216745951,0.188995565,0.585423179
18,2,LAN_C886,173.6,86.3,58.11,0.435047331,0.353214972,1.025757557
18,2,LAN_C888,40.6,25.9,11.78,0.129869529,0.123139717,0.357207267
18,2,LAN_C890,25.1,21.2,7.28,0.099713365,0.11592586,0.355783825
18,2,LAN_C891,76.2,45.3,26.06,0.239947343,0.212009902,0.701528626
18,2,LAN_C892,68.1,46.4,21.22,0.22473055,0.227270063,0.66819586
18,2,LAN_C893,79.7,47.8,25.39,0.252254551,0.224936239,0.682806938
18,2,LAN_C894,80.3,50.2,31.83,0.235234893,0.220345046,0.649816783
18,2,LAN_C895,84.2,55,24.39,0.263024969,0.25256908,0.699616465
18,2,LAN_C896,68.6,36.3,19.83,0.196641446,0.161906395,0.468069212
18,2,LAN_C897,92.3,60.4,38.94,0.259469102,0.261189814,0.729406383
18,2,LAN_C898,85.8,47.3,30.28,0.249616509,0.207166383,0.663219222
18,2,LAN_C899,71.2,44,25.56,0.226785545,0.207210918,0.650039585
18,2,LAN_C900,69.3,46.9,18.83,0.233252136,0.225148741,0.677800118
18,2,LAN_C901,86.8,57.7,38.56,0.246269301,0.23678894,0.756634249
18,2,LAN_C902,74.1,45.1,21.06,0.251254493,0.222440311,0.708260348
18,2,LAN_C904,88.7,54.6,34.11,0.254996858,0.227446185,0.7516873
18,2,LAN_C905,25.4,12.6,5.83,0.088628381,0.065096864,0.208917346
18,2,LAN_C906,35.4,20.2,9,0.127230971,0.109783472,0.375071486
18,2,LAN_C907,82.6,68.3,26.28,0.259497086,0.295278235,0.751329339
18,2,LAN_C908,67.6,41.4,19.39,0.215363481,0.189828744,0.568150631
18,2,LAN_C909,79.3,45.1,26.5,0.249098242,0.207600204,0.714842693
18,2,LAN_C910,78.1,52.1,19.56,0.276107858,0.268902487,0.74400153
18,2,LAN_C911,44.7,27,9.44,0.159022284,0.147196567,0.391735206
18,2,LAN_C913,80,49.9,28,0.243413374,0.224847175,0.697162719
18,2,LAN_C914,94.2,66.1,32.39,0.296107788,0.295410457,0.858558662
18,2,LAN_C915,43.5,21.2,10.17,0.135531007,0.101827254,0.31089766
18,2,LAN_C916,57.7,39.3,18.22,0.194307278,0.195626281,0.594968077
18,2,LAN_C917,26.7,13.1,3.89,0.10373975,0.077353688,0.233488997
18,2,LAN_C918,61,39.7,20.78,0.194701683,0.184605342,0.591214156
18,2,LAN_C919,113.3,73.7,45.67,0.3456434,0.323377328,1.005113753
18,2,LAN_C920,100.8,NA,39.33,0.310112607,NA,0.956834816
18,2,LAN_C921,61.4,41.1,16.56,0.203010577,0.202460293,0.524050741
18,2,LAN_C922,46.1,36.5,17.28,0.16365067,0.185158286,0.57155184
18,2,LAN_C924,61.8,41.5,19.22,0.224346219,0.216678214,0.705884718
18,2,LAN_C925,60.3,39.6,19.5,0.21920391,0.208874822,0.711629914
18,2,LAN_C926,89.2,54.1,29.44,0.28024038,0.245394686,0.751070399
18,2,LAN_C927,58.7,33.8,13.17,0.205248419,0.178709488,0.515464846
18,2,LAN_C928,34.9,23.6,11.72,0.122655786,0.120045119,0.387733589
18,2,LAN_C929,66.4,41.8,21.72,0.210714792,0.198692475,0.611289017
18,2,LAN_C930,58.1,30.9,16.22,0.180393514,0.143532884,0.451311005
18,2,LAN_C931,99.6,64.6,43.17,0.29841274,0.281204948,0.911101488
18,2,LAN_C932,50.3,32.1,11.06,0.177737818,0.168989484,0.452855972
18,2,LAN_C933,91.2,62.7,32.78,0.301614744,0.305609084,0.90794504
18,2,LAN_C934,105.5,67.2,37.67,0.331165162,0.315546688,0.964568032
18,2,LAN_C935,55.2,36.3,14.39,0.195107694,0.185388618,0.526392084
18,2,LAN_C936,46.6,24.1,11.44,0.151707579,0.116551876,0.361115382
18,2,LAN_C937,46.2,28.3,10.83,0.154337157,0.13828081,0.362348284
18,2,LAN_C938,46.1,30.5,13.72,0.161571558,0.153352065,0.51244831
18,2,LAN_C940,43.3,27.7,16,0.13807433,0.132114674,0.444442194
18,2,LAN_C941,21.4,6.4,5.5,0.079397004,0.034289841,0.232004164
18,2,LAN_C942,53.1,34.4,12.61,0.178944889,0.176157141,0.451538968
18,2,LAN_C943,30.8,22.4,10.78,0.094813908,0.101982035,0.287663496
18,2,LAN_C944,103,61.9,38.72,0.307375348,0.278061229,0.867686795
18,2,LAN_C945,96.2,62.5,39.61,0.270903786,0.251591224,0.754191638
18,2,LAN_C946,99.6,61.3,50.33,0.271737872,0.250373053,0.817473427
18,2,LAN_C947,81.3,53.6,24.22,0.26867262,0.259395798,0.771120564
18,2,LAN_C948,86.2,52.9,34.78,0.251718421,0.230530019,0.714592197
18,2,LAN_C949,37.8,24.2,10,0.124501193,0.119309351,0.3463707
18,2,LAN_C950,108.9,69.5,49.56,0.296602145,0.280457441,0.865390132
18,2,LAN_C951,55.2,38.6,20.44,0.174103703,0.173655948,0.541469026
18,2,LAN_C952,40.4,25.5,11.61,0.131713819,0.122061969,0.351254895
18,2,LAN_C953,74.6,49.6,25.44,0.225327411,0.216006381,0.596154993
18,2,LAN_C954,97.2,65.5,36.67,0.275178576,0.268531311,0.777826491
18,2,LAN_C955,43,26.8,15.17,0.137775442,0.124837374,0.417152583
18,2,LAN_C956,65,41,23.06,0.196638283,0.182478842,0.543514513
18,2,LAN_C957,56.7,35.8,14.44,0.186866794,0.168530726,0.485873488
18,2,LAN_C958,85.4,61.8,32.39,0.260896579,0.274839037,0.793083913
18,2,LAN_C959,90.6,57.4,27.67,0.288738124,0.25761205,0.772683065
18,2,LAN_C960,86.4,52.7,26.11,0.263164545,0.238930473,0.663950065
18,2,LAN_C962,87.7,53.8,31.17,0.271463262,0.246193634,0.763545322
18,2,LAN_C963,88.4,60.3,33.72,0.256436576,0.251049709,0.702253226
18,2,LAN_C964,90.1,57.5,39.5,0.261860725,0.242933359,0.756388724
18,2,LAN_C965,77.6,51.7,27.78,0.253946815,0.242766958,0.806188449
18,2,LAN_C966,100.6,67.3,35.89,0.284695289,0.288642428,0.786689308
18,2,LAN_C967,103.6,64.7,39.61,0.293195558,0.268743543,0.776654432
18,2,LAN_C968,72.6,47.3,23.56,0.225827028,0.216982783,0.661923579
18,2,LAN_C969,52.8,33.9,16.28,0.176640076,0.163472483,0.491516626
18,2,LAN_C970,45.8,26.6,13.44,0.15987951,0.129240352,0.464682327
18,2,LAN_C971,123.4,75.3,57.5,0.326570383,0.296184525,0.922216773
20,2,LAN_C982,53.7,32.3,15.44,0.184307478,0.158401909,0.61034016
